Date,Alabama Natural Gas Residential Consumption (MMcf),Alaska Natural Gas Residential Consumption (MMcf),Arizona Natural Gas Residential Consumption (MMcf),Arkansas Natural Gas Residential Consumption (MMcf),California Natural Gas Residential Consumption (MMcf),Colorado Natural Gas Residential Consumption (MMcf),Connecticut Natural Gas Residential Consumption (MMcf),Delaware Natural Gas Residential Consumption (MMcf),District of Columbia Natural Gas Residential Consumption (MMcf),Florida Natural Gas Residential Consumption (MMcf),Georgia Natural Gas Residential Consumption (MMcf),Hawaii Natural Gas Residential Consumption (MMcf),Idaho Natural Gas Residential Consumption (MMcf),Illinois Natural Gas Residential Consumption (MMcf),Indiana Natural Gas Residential Consumption (MMcf),Iowa Natural Gas Residential Consumption (MMcf),Kansas Natural Gas Residential Consumption (MMcf),Kentucky Natural Gas Residential Consumption (MMcf),Louisiana Natural Gas Residential Consumption (MMcf),Maine Natural Gas Residential Consumption (MMcf),Maryland Natural Gas Residential Consumption (MMcf),Massachusetts Natural Gas Residential Consumption (MMcf),Michigan Natural Gas Residential Consumption (MMcf),Minnesota Natural Gas Residential Consumption (MMcf),Mississippi Natural Gas Residential Consumption (MMcf),Missouri Natural Gas Residential Consumption (MMcf),Montana Natural Gas Residential Consumption (MMcf),Nebraska Natural Gas Residential Consumption (MMcf),Nevada Natural Gas Residential Consumption (MMcf),New Hampshire Natural Gas Residential Consumption (MMcf),New Jersey Natural Gas Residential Consumption (MMcf),New Mexico Natural Gas Residential Consumption (MMcf),New York Natural Gas Residential Consumption (MMcf),North Carolina Natural Gas Residential Consumption (MMcf),North Dakota Natural Gas Residential Consumption (MMcf),Ohio Natural Gas Residential Consumption (MMcf),Oklahoma Natural Gas Residential Consumption (MMcf),Oregon Natural Gas Residential Consumption (MMcf),Pennsylvania Natural Gas Residential Consumption (MMcf),Rhode Island Natural Gas Residential Consumption (MMcf),South Carolina Natural Gas Residential Consumption (MMcf),South Dakota Natural Gas Residential Consumption (MMcf),Tennessee Natural Gas Residential Consumption (MMcf),Texas Natural Gas Residential Consumption (MMcf),Utah Natural Gas Residential Consumption (MMcf),Vermont Natural Gas Residential Consumption (MMcf),Virginia Natural Gas Residential Consumption (MMcf),Washington Natural Gas Residential Consumption (MMcf),West Virginia Natural Gas Residential Consumption (MMcf),Wisconsin Natural Gas Residential Consumption (MMcf),Wyoming Natural Gas Residential Consumption (MMcf),U.S. Natural Gas Residential Consumption (MMcf)
Jan-2010,9202.647,2730.32,7444.12,8272.083,70665.688,22720.141,8704.705,2196.748,2820.742,3116.607,29535.176,52.113,3788.355,83080.48,30876.93,15287.812,15725.64,11917.18,9629.402,219.126,17375.305,23140.634,57796.647,25820.463,5982.718,24105.426,3509.508,7871.82,7471.025,1305.066,43536.264,6701.55,71231.888,17239.094,2026.853,57269.818,16231.865,6654.442,43694.19,3138.183,7527.78,2612.436,16696.546,49861.664,11934.467,538.325,18930.111,11017.879,5549.2,25508.426,2339.629,932605.237
Feb-2010,7762.261,2053.692,6015.08,7327.315,58616.387,20633.201,7502.417,1942.137,2506.819,2589.572,24966.711,43.263,2964.66,68555.098,24541.798,11922.937,12444.91,10999.395,8149.634,186.125,14765.03,18680.652,49275.515,19729.668,5426.323,20194.083,2984.226,6848.318,5926.112,1033.387,37452.719,6296.852,64645.179,14707.783,1717.64,51953.213,13333.637,4893.067,39422.585,2824.369,6116.157,2119.262,14701.146,47290.422,8322.461,493.914,16980.703,8686.413,5003.355,19477.007,1753.994,794778.604
Mar-2010,6612.051,2121.359,5163.841,6265.884,52023.784,15525.946,5377.233,1308.843,1350.411,2780.699,16304.052,44.329,2631.688,53392.116,14592.412,8287.753,9662.869,6277.915,6964.981,144.161,8894.365,14524.708,36603.009,12766.509,4148.23,14366.601,2246.423,6392.173,4740.982,780.479,22975.162,5031.753,47703.062,7594.953,1184.946,34032.982,10556.222,4231.931,27737.193,1898.763,3938.784,1499.412,11128.224,34693.016,7635.839,357.05,9139.15,7948.422,2971.193,13192.928,1496.591,579243.382
Apr-2010,2987.217,1573.832,3034.312,2748.812,44708.279,10822.949,3131.213,584.778,541.781,1718.782,5574.7,49.669,2047.829,26704.606,6144.163,3515.738,4309.732,1847.64,2748.466,106.822,3761.271,8651.195,24548.167,5983.833,1353.176,5612.586,1753.579,3156.577,3254.79,464.163,11016.998,3400.031,26907.179,1937.137,563.971,15355.542,5125.317,3946.417,13189.811,856.695,1148.749,820.592,4021.999,14367.466,6559.894,270.067,3513.805,6867.62,1496.353,7185.206,1179.765,313171.271
May-2010,1142.784,945.974,1971.513,1032.514,33082.31,6961.674,2012.532,348.266,322.854,1131.116,4039.081,41.987,1400.707,15227.102,4395.457,2607.476,1982.913,1042.13,1462.871,62.048,2493.311,5520.413,13502.718,4939.486,657.057,3027.312,1335.555,1482.981,2285.911,299.453,8093.291,1817.709,17562.876,1252.486,446.707,9542.24,2211.116,2801.342,8275.764,633.284,533.072,628.359,1467.956,7534.282,4119.205,155.289,2130.256,4973.791,807.272,4861.215,908.186,197513.204
Jun-2010,841.734,666.846,1418.276,775.449,26822.094,3152.398,1185.16,228.022,262.345,769.446,3315.785,41.634,818.726,9805.444,2659.452,1410.91,1515.988,895.991,1329.866,35.27,1765.518,3973.658,7890.075,3059.328,638.763,2261.482,814.302,1041.075,1690.382,199.231,5261.544,1081.124,10723.369,941.737,217.078,5804.681,1485.882,1936.784,4803.422,416.565,487.207,260.036,1205.801,6111.831,2669.569,95.294,1769.145,3387.674,398.656,3202.574,493.554,134038.177
Jul-2010,732.868,630.004,1121.36,638.13,23450.441,2842.399,986.749,194.786,238.65,699.332,3221.433,43.395,439.475,7803.439,2412.225,1198.653,1149.745,844.881,1213.195,27.206,1648.808,3338.595,5928.913,2369.361,584.134,1638.405,466.073,740.876,1247.686,158.986,4509.838,836.761,8767.131,883.363,172.087,5218.45,1196.921,1144.163,3976.551,331.511,481.017,210.093,1036.427,5872.201,1749.077,72.738,1590.915,2179.688,350.171,2429.324,287.908,111306.538
Aug-2010,708.376,607.481,1032.928,624.65,22084.666,3081.156,1003.955,192.265,224.095,668.684,3271.509,41.225,419.549,7625.841,2494.447,1106.567,1008.962,840.437,1151.782,27.726,1363.01,4340.726,5356.578,2486.196,542.233,1622.092,365.354,704.965,1101.925,180.029,4790.487,816.608,8236.47,903.659,199.019,4787.921,1061.325,934.024,3989.085,467.495,424.269,195.561,956.03,5210.659,1468.72,63.968,1274.443,1926.857,387.333,2471.816,228.408,107073.566
Sep-2010,658.399,770.639,1115.535,643.836,22790.121,3241.615,951.384,179.953,243.78,675.111,3382.601,35.299,692.231,9040.885,2426.92,1285.202,1025.625,883.93,1213.555,31.429,1789.09,3935.254,6567.463,3089.654,579.717,1732.675,567.85,640.657,1227.143,152.652,4639.127,827.928,9952.283,1010.703,284.197,5838.046,1122.222,955.215,4602.628,395.852,498.012,273.583,1043.415,5365.025,1609.715,69.346,1671.055,2006.195,435.63,2833.309,295.452,117299.143
Oct-2010,839.259,1529.489,1376.502,913.79,27880.21,6978.051,1698.533,295.93,629.426,830.034,4947.032,37.171,1299.731,16144.061,5133.208,2213.339,1548.086,1858.037,1421.577,63.61,3245.076,7298.518,13581.903,5713.901,774.318,3041.794,1037.539,1056.463,1524.041,338.295,9362.513,1051.986,17571.119,1872.944,539.265,13256.517,1389.511,2073.282,9909.598,834.703,751.957,516.417,1741.632,6760.478,2998.983,172.589,3194.396,4898.319,1238.577,5597.28,599.305,201580.295
Nov-2010,2757.246,2018.966,2842.437,1910.027,45455.206,16283.571,3638.986,754.609,1352.492,1146.207,11283.219,36.831,3377.935,38480.394,14191.064,6890.258,5413.794,4923.365,2707.688,126.957,8221.759,12080.874,30198.891,13542.931,1763.125,8990.453,2452.659,3713.247,3160.788,663.475,23527.628,2355.482,37151.515,7009.953,1264.667,27344.493,2874.484,4946.754,21204.856,1779.665,2762.028,1371.599,5688.172,13797.829,7592.445,300.269,8266.192,10023.577,2796.148,12885.192,1478.836,446801.238
Dec-2010,7970.435,3065.42,5276.367,5087.202,67310.483,18981.227,6535.91,1899.176,3114.693,2618.714,28829.58,41.864,4094.356,80710.145,28547.103,12649.632,11328.276,12060.128,7523.188,203.101,18507.742,20116.532,53079.671,23491.8,4702.277,20796.53,3341.599,6483.049,5747.996,1163.231,43975.193,5035.357,70039.045,19166.381,1920.066,53298.885,8840.18,6303.635,42836.513,3365.071,7761.02,2307.889,14628.809,29579.995,9427.116,489.33,19697.283,11637.378,5587.344,23973.544,1853.458,847000.919
Jan-2011,9951.178,2862.042,7779.141,7821.976,70482.045,23711.36,8792.788,2456.108,2904.668,3392.091,28427.285,47.381,4320.981,89136.388,29955.321,14955.619,14974.741,12751.691,9050.563,268.729,18768.895,25365.391,63766.344,26128.555,5769.828,25159.168,3529.145,8497.018,7445.296,1390.816,48880.561,6500.84,77802.494,17009.368,2142.834,61412.713,14331.488,7092.944,49202.48,3638.436,7938.295,2628.329,17826.001,43059.912,12614.645,596.316,20343.928,12605.032,5694.557,26388.613,2202.96,969775.298
Feb-2011,6315.45,2755.124,6951.327,6900.58,65457.099,21127.058,8037.257,1762.895,2032.479,2452.663,16765.613,41.09,3719.143,68956.938,22288.219,11093.104,11875.569,8346.709,7403.902,234.306,12455.331,20442.821,51108.614,19841.737,4200.706,18439.581,3248.392,6808.646,5945.955,1219.176,35372.49,6593.838,65821.069,9733.61,1790.038,48824.745,10701.19,6525.022,38447.289,2861.219,4300.806,2076.056,11229.236,43878.279,9388.939,512.006,13184.024,11648.955,4049.234,20797.397,2030.961,767993.887
Mar-2011,3512.703,2287.042,4122.904,3990.194,51569.607,13419.522,6127.292,1382.885,1493.189,1675.558,11365.599,40.029,2889.73,54881.672,16729.672,9008.565,8028.341,6535.361,4037.667,193.911,10164.765,16901.784,45156.624,17243.622,3011.81,12595.809,3007.815,6004.207,4580.028,971.461,30676.408,4216.945,56515.804,7398.825,1643.025,42429.561,6184.505,5488.044,31234.216,2330.132,2810.3,1778.527,7676.002,21304.233,6905.052,449.295,10373.747,9925.746,3537.584,17622.241,1498.981,594928.541
Apr-2011,1942.457,1592.741,2478.842,2882.207,34837.937,9995.431,4344.264,747.241,903.63,1182.85,5385.692,43.692,2272.058,32122.341,8444.434,5065.799,4702.783,2584.055,1986.557,134.193,4989.726,9742.082,26117.202,8740.421,1062.875,5178.173,1655.879,2724.22,2953.479,594.386,15648.656,2304.79,34242.943,2890.145,885.975,22052.107,4214.616,4399.971,16311.755,1186.715,1280.799,1053.935,3857.756,9556.975,5984.186,368.31,4704.081,8127.908,1740.468,11137.692,1194.722,340552.152
May-2011,1362.732,990.011,1829.09,1319.378,32739.432,6304.909,2160.383,359.35,254.829,912.365,4386.782,41.373,1312.245,18575.011,5141.347,2560.799,2125.043,1794.443,1618.629,70.775,2573.705,6920.631,12035.114,5321.356,857.62,3769.98,862.934,1654.8,2059.401,316.771,7830.557,1640.839,16759.687,1347.733,464.507,11864.589,2274.154,2719.85,7914.129,690.296,690.669,540.213,1944.405,7431.124,4033.007,137.007,2261.814,4993.411,801.459,5941.074,887.226,205398.988
Jun-2011,844.302,712.444,1397.997,812.917,27203.965,2862.174,1344.558,177.234,324.865,802.113,3367.277,41.305,1049.635,10255.542,2526.409,1457.697,1477.675,1050.421,1386.343,45.074,1657.513,3390.218,6385.867,2915.574,643.416,2073.078,644.984,1066.422,1642.694,240.773,6111.019,1144.138,11118.423,962.092,267.123,6023.055,1486.348,1528.619,4599.896,308.301,419.842,278.194,1205.385,6234.525,3129.583,86.382,1708.696,2791.54,522.991,2571.443,373.443,132671.524
Jul-2011,604.288,580.141,1114.478,747.308,26694.782,2522.835,1133.001,148.498,207.403,756.227,3241.463,39.932,623.511,8129.71,2476.309,1207.568,1203.876,816.281,1232.293,33.373,1535.522,2696.827,6223.991,2603.919,571.497,1670.414,427.699,882.832,1277.876,159.712,5540.362,878.318,8974.904,888.665,180.11,4448.948,1008.22,1092.954,4012.668,377.237,459.015,216.017,991.724,5214.401,1752.297,70.109,1414.738,2062.776,363.468,2441.929,234.098,114186.524
Aug-2011,772.312,650.465,963.712,571.243,25315.422,2512.269,962.838,200.117,282.645,723.451,3296.582,35.419,495.946,7803.585,2253.172,1167.539,1085.149,833.279,1171.555,25.409,1495.742,3886.613,5728.738,2338.032,567.542,1689.817,434.759,679.937,1180.181,185.965,4668.222,783.572,9712.489,1065.513,185.466,5483.547,941.124,965.566,3912.191,417.865,456.722,227.221,1003.676,5247.093,1493.234,69.733,1561.954,1985.254,333.45,2232.451,224.439,112280.217
Sep-2011,852.437,948.184,1066.069,687.359,22625.972,3167.19,1071.816,176.362,221.923,742.634,3555.666,42.058,755.238,10331.995,3196.682,1633.983,1118.453,931.469,1279.777,36.514,1925.124,3815.227,8240.256,3079.136,612.079,2018.374,475.554,779.078,1212.086,149.857,4920.044,856.565,9447.215,1048.369,249.159,6257.74,1219.43,1028.533,4565.199,404.86,479.557,286.91,1148.165,4986.331,1657.737,79.912,1285.654,2014.414,461.679,3313.207,291.785,122751.017
Oct-2011,1530.917,1580.799,1503.869,942.853,24757.586,7243.079,1923.389,434.899,808.667,931.91,6564.059,36.462,1475.394,20218.164,7001.696,2718.823,2208.832,2369.823,1692.309,61.658,4130.35,7218.444,18283.075,5803.376,1201.894,3981.343,1396.008,1376.464,1616.418,267.497,8784.865,1186.977,19249.661,2811.699,520.065,12887.087,2092.22,2539.063,11307.411,840.055,1090.989,654.163,2632.738,6896.644,2275.254,150.566,4143.162,5409.884,1374.344,6635.109,743.604,225505.617
Nov-2011,3425.778,2851.41,2838.519,2249.13,49546.241,15030.579,3523.791,861.072,1069.667,1213.136,11101.66,35.693,3327.748,38763.401,12202.157,6171.458,6059.558,4661.466,2946.044,114.787,6928.213,12005.335,29709.462,12839.604,1873.198,9773.149,2548.276,3369.197,3785.011,559.655,17568.911,2691.582,32448.488,6982.101,1137.548,24216.265,5846.526,5644.861,18369.843,1325.642,2873.008,1330.361,6406.621,14117.781,8185.675,253.464,7122.834,10715.111,2362.316,12003.066,1515.183,434501.582
Dec-2011,5467.343,2451.365,6545.625,4811.576,81334.973,22219.355,5297.975,1322.897,1881.544,1615.295,15877.642,41.913,4424.138,58968.055,19878.524,10055.784,10631.455,8021.132,5606.816,190.123,11213.511,16831.391,45248.629,18304.928,3930.491,16196.117,3478.154,5874.011,6896.08,898.907,27628.297,5500.785,51732.252,9505.984,1471.361,40232.061,11087.41,7578.301,29569.176,2482.812,4050.929,1891.562,11268.573,32030.821,12656.718,441.283,11196.225,13113.191,3831.874,18361.026,2085.546,693231.936
Jan-2012,5895.866,3602.78,7406.298,5583.99,71878.518,20897.842,7592.211,1807.957,2657.833,1901.218,18748.722,48.153,4150.048,73215.097,24432.905,11146.424,11018.411,9549.776,5667.406,254.971,14648.848,21138.31,51874.663,20987.262,3902.297,18053.049,3397.999,6101.231,7170.492,1230.563,38526.773,6454.886,65236.474,13091.402,1693.944,50127.588,10422.693,7454.856,39055.881,3184.338,5088.23,2004.566,11921.963,36744.751,10998.088,578.063,14060.932,12997.061,4429.614,22414.68,1920.022,794367.945
Feb-2012,4489.395,2333.843,5909.128,4657.764,60156.625,22424.364,6856.156,1460.735,1590.723,1837.317,14380.538,41.32,3356.234,60649.733,19722.955,9673.45,9070.542,7597.856,4529.269,220.699,11275.272,17095.051,45216.411,17318.673,3013.478,14422.274,2806.589,5612.776,5814.586,995.25,30221.489,5359.894,57565.82,10104.978,1511.671,41817.781,9226.147,5986.527,32248.74,2311.999,3920.583,1775.351,9667.692,27999.671,9005.799,474.793,12211.689,11256.764,4096.404,18868.794,1894.545,662056.137
Mar-2012,2206.802,2332.713,4487.054,3011.171,55898.974,11632.812,4308.593,911.956,979.451,1473.495,7144.238,44.808,2693.525,29726.944,9521.064,4895.936,4397.517,3664.091,2956.729,158.366,6248.35,12559.555,24048.507,8604.283,1760.265,5890.631,1950.353,3205.585,4324.796,765.393,21636.903,3667.198,37977.517,4112.54,831.71,22294.291,4527.939,5893.956,19282.012,1771.629,1753.391,859.888,3986.434,18156.112,5993.395,346.998,4940.45,10663.127,1961.063,9469.696,1219.663,403149.869
Apr-2012,1328.278,1467.4,2612.047,1147.011,38571.995,5903.143,3016.491,603.581,665.746,1189.765,5163.891,46.046,1601.684,25243.003,6855.965,3338.816,2212.391,2100.017,1709.295,102.676,4500.183,8045.933,21632.797,6899.01,951.714,3668.537,1335.857,1475.76,2716.855,463.128,15121.401,1774.627,26543.816,2348.986,621.069,17848.627,2187.629,3330.514,14319.638,1011.594,836.095,643.465,2148.529,8599.228,3751.541,258.126,4191.952,5778.762,1906.805,8622.497,797.025,279210.941
May-2012,892.784,1055.88,1655.871,804.214,28727.883,3745.36,1673.742,331.867,302.563,995.044,3807.54,41.177,1119.142,11706.959,3268.04,1791.321,1498.949,1164.622,1470.6,67.036,2024.488,5327.882,7774.92,3466.777,647.803,2335.889,983.197,1186.886,1774.257,286.863,8417.206,1167.916,15280.14,1451.582,356.618,9925.251,1558.496,2204.987,7457.141,613.384,652.525,430.265,1431.023,6338.72,2822.213,125.702,2181.44,4010.266,457.651,3710.832,560.113,163083.027
Jun-2012,722.527,698.883,1295.189,650.37,23706.775,2450.848,1205.965,195.004,262.906,836.864,3373.002,42.047,674.013,9098.922,2661.649,1327.051,1372.051,962.267,1264.027,52.958,1877.706,4272.58,6477.065,2274.364,563.405,1893.566,579.996,864.47,1504.478,184.919,5629.773,973.996,10721.569,1134.953,194.7,5867.391,1342.891,1433.591,4528.379,541.536,484.212,243.696,1078.937,5453.818,2259.162,78.571,1759.663,2979.417,326.996,2681.917,274.55,123335.585
Jul-2012,702.741,633.961,1095.801,605.987,22631.289,2396.482,1054.533,155.406,236.255,820.913,3159.306,38.385,577.787,7511.19,2145.983,1139.512,1062.344,789.835,1276.062,33.776,1529.338,2939.275,5523.325,2491.736,580.494,1652.617,361.682,1005.373,1376.726,146.06,4835.945,876.128,9078.663,901.48,170.614,4446.759,1153.884,1196.815,3948.017,433.291,430.624,181.228,974.807,5584.91,1482.782,70.042,1430.976,2044.899,232.728,2159.478,208.508,107516.752
Aug-2012,700.466,557.865,1019.507,550.855,20731.375,2404.839,970.897,140.972,242.37,805.345,3397.593,36.985,529.355,7878.168,2317.696,1173.287,966.884,836.312,1242.468,31.665,1610.229,3514.465,5789.725,2356.772,530.133,1768.769,374.535,510.917,1054.145,143.854,4821.822,899.333,8776.161,1134.61,179.316,4366.55,1121.424,764.904,4133.481,410.649,499.846,229.858,1019.317,5063.376,1772.677,67.966,1368.712,1933.478,379.029,2195.042,278.178,105604.177
Sep-2012,722.184,1093.22,1086.579,618.367,19607.122,3179.922,1252.795,160.811,232.699,770.747,3460.418,35.381,613.789,9912.636,2885.528,1576.233,1171.828,940.147,1202.776,40.535,1612.283,3919.936,8126.854,2852.332,572.123,2104.937,458.791,661.389,1199.102,127.919,4999.798,949.666,9970.734,1014.968,220.626,5682.182,1107.484,1023.06,4722.505,398.458,461.586,263.719,1146.444,5090.958,1166.848,82.145,1828.947,2181.292,631.026,3201.715,267.58,118611.124
Oct-2012,1334.183,1730.362,1373.337,1145.339,24622.295,7953.735,1992.837,325.939,613.513,822.88,5851.205,33.52,1756.358,24148.214,7959.436,3227.971,2666.981,2270.226,1834.547,80.034,3816.514,5453.373,20469.887,8616.292,963.462,5131.755,1484.703,1679.691,1513.147,282.326,8095.116,1368.156,17856.174,2706.481,754.423,16305.84,2582.805,2512.012,10278.999,830.21,999.663,772.119,2727.945,8184.585,3673.016,148.688,3929.215,5174.693,1362.839,7823.434,864.541,240105.016
Nov-2012,3735.169,2743.25,2417.094,2929.721,41236.185,12657.297,4685.677,1132.169,1762.062,1257.069,12989.311,36.379,2802.871,44530.746,14879.914,6342.817,5272.86,5603.724,3625.733,179.945,9984.516,13159.14,35205.627,13008.617,2460.224,10127.912,2199.18,3234.555,3143.41,749.551,20128.594,3192.61,43466.525,9188.632,1229.59,33307.948,4766.336,4734.994,26152.709,2052.223,3601.588,1343.227,7743.665,13761.002,6230.761,289.84,10468.808,8711.159,3299.978,13109.063,1262.241,482134.218
Dec-2012,4849.185,3129.463,4615.915,4486.261,70161.933,20048.639,6439.85,1337.151,1713.433,1655.061,16187.738,37.246,4049.549,57269.211,18871.291,10222.45,9778.11,7585.772,5055.165,264.089,11217.946,17884.74,44637.858,20226.65,3626.243,16055.834,3136.549,5747.176,5478.961,1046.106,28935.735,5830.917,55235.81,9320.648,1830.071,38880.716,9054.103,6797.034,31185.19,2324.091,4105.461,1994.923,9962.842,29002.746,10644.501,490.701,12065.667,12160.949,3453.88,18297.109,1955.465,670344.134
Jan-2013,6146.971,2526.115,9313.249,6619.985,85487.541,22829.93,8250.597,1901.059,2437.633,1962.068,18330.821,51.598,5589.951,78808.757,26226.283,12919.231,12812.269,10209.967,7099.607,338.551,14892.846,19570.541,55189.389,25248.684,4504.751,19907.618,3443.977,7357.649,9119.957,1146.025,39911.635,7652.464,68907.572,12218.377,2079.848,53574.466,10962.118,8735.106,41758.449,3407.253,5003.371,2442.395,13889.355,44555.925,15510.495,607.712,15301.833,14568.421,4529.506,24180.036,2251.086,872291.043
Feb-2013,5657.316,2129.808,7050.559,5315.98,64601.141,19425.593,7730.682,1856.351,2239.301,1687.338,19031.372,50.408,3495.714,70482.25,23027.053,10672.646,10563.447,8749.388,4809.289,292.567,14270.418,17864.497,51657.028,20673.097,3304.159,17095.203,2562.577,5973.154,6103.177,1201.248,37406.831,5625.454,65792.205,12114.363,1626.009,50370.031,10140.367,5795.332,39594.016,2951.457,5216.216,1948.38,11718.991,27347.484,9654.396,554.144,14631.654,10266.745,4485.675,21428.168,1841.411,750082.09
Mar-2013,5205.379,2304.085,4809.449,4976.937,43465.144,15454.126,6390.155,1688.01,1947.925,2147.291,17837.035,48.108,2777.206,64802.184,21628.049,10340.688,9989.949,8658.938,4873.443,239.706,12748.768,15557.307,47034.851,18114.782,3549.246,16289.629,2364.668,5685.475,4077.231,1023.966,34257.044,3550.009,60056.685,11612.474,1623.622,46796.821,10035.449,4238.321,35141.072,1840.515,4750.717,1849.362,11084.955,23570.453,6852.685,465.004,13461.8,9141.94,4559.693,19759.356,1584.46,662262.167
