Date,Alabama Natural Gas Residential Consumption (MMcf),Alaska Natural Gas Residential Consumption (MMcf),Arizona Natural Gas Residential Consumption (MMcf),Arkansas Natural Gas Residential Consumption (MMcf),California Natural Gas Residential Consumption (MMcf),Colorado Natural Gas Residential Consumption (MMcf),Connecticut Natural Gas Residential Consumption (MMcf),Delaware Natural Gas Residential Consumption (MMcf),District of Columbia Natural Gas Residential Consumption (MMcf),Florida Natural Gas Residential Consumption (MMcf),Georgia Natural Gas Residential Consumption (MMcf),Hawaii Natural Gas Residential Consumption (MMcf),Idaho Natural Gas Residential Consumption (MMcf),Illinois Natural Gas Residential Consumption (MMcf),Indiana Natural Gas Residential Consumption (MMcf),Iowa Natural Gas Residential Consumption (MMcf),Kansas Natural Gas Residential Consumption (MMcf),Kentucky Natural Gas Residential Consumption (MMcf),Louisiana Natural Gas Residential Consumption (MMcf),Maine Natural Gas Residential Consumption (MMcf),Maryland Natural Gas Residential Consumption (MMcf),Massachusetts Natural Gas Residential Consumption (MMcf),Michigan Natural Gas Residential Consumption (MMcf),Minnesota Natural Gas Residential Consumption (MMcf),Mississippi Natural Gas Residential Consumption (MMcf),Missouri Natural Gas Residential Consumption (MMcf),Montana Natural Gas Residential Consumption (MMcf),Nebraska Natural Gas Residential Consumption (MMcf),Nevada Natural Gas Residential Consumption (MMcf),New Hampshire Natural Gas Residential Consumption (MMcf),New Jersey Natural Gas Residential Consumption (MMcf),New Mexico Natural Gas Residential Consumption (MMcf),New York Natural Gas Residential Consumption (MMcf),North Carolina Natural Gas Residential Consumption (MMcf),North Dakota Natural Gas Residential Consumption (MMcf),Ohio Natural Gas Residential Consumption (MMcf),Oklahoma Natural Gas Residential Consumption (MMcf),Oregon Natural Gas Residential Consumption (MMcf),Pennsylvania Natural Gas Residential Consumption (MMcf),Rhode Island Natural Gas Residential Consumption (MMcf),South Carolina Natural Gas Residential Consumption (MMcf),South Dakota Natural Gas Residential Consumption (MMcf),Tennessee Natural Gas Residential Consumption (MMcf),Texas Natural Gas Residential Consumption (MMcf),Utah Natural Gas Residential Consumption (MMcf),Vermont Natural Gas Residential Consumption (MMcf),Virginia Natural Gas Residential Consumption (MMcf),Washington Natural Gas Residential Consumption (MMcf),West Virginia Natural Gas Residential Consumption (MMcf),Wisconsin Natural Gas Residential Consumption (MMcf),Wyoming Natural Gas Residential Consumption (MMcf),U.S. Natural Gas Residential Consumption (MMcf)
Feb-2017,3228.236,2521.144,5839.508,3376.071,53978.672,14666.309,7198.575,1397.193,1679.029,1725.495,12391.292,51.696,3828.52,47529.108,15349.601,8380.362,6663.286,5597.099,2907.704,395.461,11029.101,16530.819,38429.928,16507.429,2110.456,10985.626,2978.25,4681.093,6255.958,999.015,30428.691,4195.934,60363.769,7128.614,1576.67,33214.509,6445.811,6406.493,30972.026,2513.012,3032.417,1667.67,7216.969,22127.206,7427.198,506.924,10403.109,12452.037,3117.872,17251.993,1797.241,579458.201
Mar-2017,3177.486,2665.899,3702.653,2951.626,40607.042,11822.773,7843.573,1689.277,1796.486,1599.902,12823.304,51.982,2668.551,52135.807,17159.749,8061.215,6449.355,5647.938,2700.154,425.972,11442.796,20221.594,42975.387,16657.34,2152.571,10298.262,2231.378,4155.775,4396.307,1184.133,34081.602,2973.438,68073.149,8165.317,1474.749,37420.012,4755.776,5136.019,33764.884,3125.702,3395.169,1538.663,6887.818,16022.782,5704.246,570.173,11066.699,10425.569,3489.422,18653.429,1519.912,579940.817
Apr-2017,1361.601,1471.591,2357.768,1167.122,29706.852,8839.473,3529.409,611.784,615.591,1392.133,5703.751,48.677,2016.277,23309.157,7075.857,4047.322,3063.412,2032.278,1705.974,235.049,3401.905,8696.141,18830.717,8308.159,806.615,4431.809,1607.513,2230.814,2794.471,477.631,14797.611,2084.89,30909.97,2309.499,737.432,13988.439,2736.97,3766.436,13739.46,1191.626,1224.443,905.093,2362.95,9412.623,4976.173,311.425,3795.384,7033.245,1371.513,8438.753,1001.495,278972.283
May-2017,924.868,983.31,1781.667,952.083,27253.319,6264.066,2231.146,350.016,518.306,1060.019,4932.575,44.157,1114.231,16983.364,5289.068,2436.95,1776.852,1187.754,1429.851,135.413,2992.568,5950.102,13699.336,5044.314,728.185,3319.402,901.748,1512.424,2022.291,337.89,9355.524,1408.718,20618.762,1514.065,347.137,9987.423,1878.519,2147.559,9494.934,798.23,682.948,481.67,1720.831,7747.003,2890.457,187.008,2500.536,4046.276,758.203,5966.603,795.844,199485.525
Jun-2017,713.354,656.193,1324.86,620.303,20886.002,2955.442,1380.25,207.291,340.331,880.419,4102.532,48.94,598.938,9182.219,2414.903,1276.406,1229.041,776.55,1287.74,76.068,1789.004,3299.086,6056.178,2996.933,526.269,1903.934,473.657,856.881,1600.18,175.832,6185.277,950.676,13858.271,1039.012,189.828,5335.662,1300.353,1326.287,5099.427,461.76,547.348,264.767,1167.551,5820.828,2227.089,131.25,1797.688,2226.407,324.953,2794.567,371.898,124056.635
Jul-2017,673.556,551.528,1101.388,569.784,19093.71,2656.771,1075.308,150.744,293.368,778.122,3935.577,42.979,518.369,8672.615,2095.932,1028.396,1009.893,719.024,1231.55,52.244,1651.26,2607.754,5123.395,2276.373,518.075,1597.447,342.936,672.923,1310.462,137.147,4857.191,839.033,10731.898,1135.105,155.01,4711.041,1172.164,865.745,4195.687,413.567,580.925,195.474,1008.231,6000.029,1679.894,81.907,1657.722,1802.118,355.5,2305.576,210.875,107443.322
Aug-2017,650.6,600.801,1011.131,552.882,18027.238,2840.933,1024.688,157.83,286.656,751.083,4043.516,42.253,529.596,8091.851,2016.256,1105.29,1063.615,783.936,1207.986,53.564,1325.784,2496.839,5408.347,2510.05,552.635,1678.245,349.031,434.087,1152.767,157.696,4275.999,817.753,10217.15,993.576,177.244,5040.757,1297.912,777.807,3878.107,406.858,501.481,220.95,982.514,5436.018,1470.805,78.001,1587.024,1749.107,303.643,2503.196,212.049,103835.137
Sep-2017,738.937,892.332,1145.631,585.286,17774.566,3557.383,1091.433,172.063,298.962,822.848,4100.474,44.12,835.938,8007.444,2493.496,1127.434,1166.637,974.693,1221.16,57.864,1732.374,2694.093,7040.862,2556.055,622.301,1794.151,637.003,618.51,1476.257,154.733,4337.833,865.814,10956.004,1095.954,235.115,5670.316,1259.763,1190.967,4600.805,386.008,562.542,243.781,1253.103,5884.914,1821.082,87.016,1690.235,2441.39,484.883,2739.294,265.88,114507.739
Oct-2017,1189.788,1578.715,1500.817,930.792,23670.16,8690.539,1430.058,248.89,410.453,923.832,6714.846,42.81,2147.187,17826.273,5542.507,2951.549,2238.939,2019.297,1536.907,84.675,2426.228,4114.501,14512.07,6525.666,881.56,2310.905,1586.578,1403.886,2035.486,256.795,8807.097,1516.744,15457.186,2110.32,668.678,12203.139,1511.136,3149.282,7874.97,628.452,867.856,683.68,1899.204,7769.429,4527.455,111.066,2857.39,6464.423,1014.489,6281.114,951.153,205086.972
Nov-2017,2642.045,2612.734,2130.328,2541.966,33949.942,12514.49,4789.76,952.586,933.576,1226.058,12099.894,46.564,3069.191,44141.91,14436.79,6654.044,6671.537,5305.162,2660.706,264.298,8718.175,12150.603,37034.901,15032.151,1987.677,10362.668,2534.997,3972.586,2972.514,787.152,21618.602,2871.176,42671.434,8038.605,1388.479,31175.113,4925.477,5325.921,22852.323,2050.869,3094.974,1282.002,6831.023,13230.845,6972.641,301.04,8092.952,10582.031,2610.47,15334.985,1281.329,467729.296
Dec-2017,6191.876,2524.539,4269.119,5715.895,62529.963,21054.579,8288.203,2006.992,2382.735,1815.819,22325.97,50.227,5273.438,69532.948,26465.097,11284.12,10770.765,9944.639,6254.281,520.134,15140.773,22903.846,58023.792,22060.73,4142.124,19243.395,3627.243,5967.217,6316.311,1428.254,43096.923,5444.535,75737.175,14459.639,1938.228,53038.078,11995.573,8213.661,42298.892,3484.658,6078.292,2176.395,14082.958,25659.248,13023.374,587.32,16075.767,14960.231,4473.269,25210.186,1800.79,821890.216
Jan-2018,9540.195,2707.816,5814.514,8328.821,57512.105,21215.804,10579.943,2420.82,2669.23,3108.268,30720.319,57.866,4248.752,84581.114,29599.397,14130.27,13475.597,12087.42,10139.75,592.296,17760.739,25558.676,60619.672,26409.135,7109.666,24647.028,3711.874,8245.298,6655.232,1635.612,51148.129,6204.67,91695.116,18820.878,2102.318,60134.423,14669.543,6232.748,52278.882,4130.117,8890.515,2603.688,19823.718,57953.488,10494.513,772.521,21488.889,12237.026,5521.965,26214.282,1974.88,981275.538
Feb-2018,3743.505,2620.422,5225.136,5215.572,54556.216,19523.802,6899.857,1654.586,1813.243,2054.49,12258.552,50.567,4073.87,65052.105,20042.69,11402.774,11040.233,6659.968,4041.294,410.95,11359.792,21075.643,44146.244,22844.605,2622.307,16775.508,3652.151,7112.74,6123.274,1048.311,31552.961,4602.696,64908.41,7889.31,1962.285,39323.138,11721.126,6334.649,33224.057,2521.012,3316.317,2300.094,9777.221,34747.788,8393.267,581.77,11378.813,12079.426,3643.915,22631.511,1896.366,689886.539
Mar-2018,3744.973,2218.836,4686.116,4336.692,53114.542,13764.182,7422.088,2092.446,1929.551,1745.14,15721.162,51.67,3218.447,55218.994,19961.961,8661.481,7132.452,6912.697,2981.683,393.958,13703.25,18654.028,45563.349,17013.929,2270.282,13538.719,2593.787,5054.597,5723.197,1144.109,38285.774,4388.952,68622.047,10994.386,1657.735,43089.116,6469.134,5408.278,38763.364,3031.208,3976.633,1813.689,8418.475,24585.454,9335.491,535.516,13880.577,11112.957,4241.56,18461.594,1748.894,659389.152
Apr-2018,2500.371,1482.691,2404.11,2688.304,32039.369,9740.47,5284.854,1177.572,994.185,1576.407,8844.162,51.929,1902.191,43888.671,13648.328,7088.065,5824.279,4228.587,2355.566,276.551,7348.867,12332.715,33125.694,13486.977,1558.36,10119.175,1936.468,4214.83,2890.69,767.88,23748.435,2020.172,48644.155,4513.849,1233.348,30110.02,5506.401,3483.076,23113.261,1956.432,1950.373,1443.729,6088.248,13483.76,4462.808,438.724,6767.132,7325.263,2439.269,15087.262,1253.549,440847.584
May-2018,1116.087,1032.499,1732.089,986.79,26758.553,5538.643,2010.157,371.553,377.286,1154.799,4736.238,49.29,812.382,12424.78,3687.177,1841.069,1683.067,1219.965,1527.481,115.949,3409.502,4487.968,8804.138,4376.383,671.868,2292.929,888.586,1544.5,2002.923,238.678,7903.513,1116.845,19183.729,1306.52,598.018,6013.498,1686.409,1518.391,6647.939,475.964,735.228,629.904,2216.879,8214.037,2311.008,185.335,2316.047,2831.227,592.054,4026.335,617.238,169019.447
Jun-2018,724.99,672.286,1329.584,643.278,21805.787,2629.736,1282.533,199.818,266.586,991.824,3980.85,50.167,665.239,8979.214,2012.655,1187.432,1327.426,759.247,1204.285,74.945,1859.269,2835.278,5594.26,2934.158,493.1,1785.902,572.082,789.737,1611.569,180.667,6133.729,797.553,12523.313,1014.8,234.456,4692.378,1161.714,1298.879,4538.476,428.024,509.006,251.577,1216.299,5448.296,2030.455,113.415,1590.988,2449.277,385.491,2658.835,323.136,119244.001
Jul-2018,694.019,500.074,1122.764,544.527,19783.632,2507.344,1065.713,179.014,280.752,817.532,3928.044,46.159,555.26,7517.041,2210.228,957.98,1027.758,699.664,1170.242,49.575,1558.62,2486.14,5127.522,2194.018,504.53,1665.262,370.991,766.664,1256.413,143.156,4943.698,787.549,11061.62,922.518,156.381,4782.767,1060.934,945.195,4166.211,385.602,481.155,209.592,1105.128,4909.703,1594.537,83.065,1705.311,2010.139,329.824,2325.44,221.337,105918.344
Aug-2018,701.103,590.762,1049.768,564.099,15058.24,2666.687,951.053,179.117,286.094,757.626,4104.887,47.07,575.033,7464.923,2110.289,1073.004,1121.153,754.508,1083.683,55.131,1466.231,2364.262,5879.356,2457.305,551.528,1661.039,397.309,608.345,1154.176,156.221,4473.072,847.39,9912.083,1005.074,171.008,4728.422,1116.31,897.239,4119.686,393.267,503.082,196.274,931.344,4989.001,1553.185,75.108,1546.761,1584.695,297.171,2343.126,207.397,99780.697
Sep-2018,663.36,754.549,1132.262,606.695,19153.703,3134.165,1052.166,157.374,264.009,845.055,3894.374,45.204,744.503,8068.077,2477.439,1299.235,1436.419,855.912,1265.207,60.964,1520.681,2645.138,6018.486,2826.142,494.572,1742.58,483.777,686.533,1407.504,179.06,4871.512,808.042,10717.919,976.914,194.413,5106.164,1196.748,1233.754,4390.385,377.118,493.937,214.673,1130.435,5131.913,1645.765,86.74,1665.773,2610.357,347.724,2943.416,258.599,112317.446
Oct-2018,1013.519,1319.216,1673.016,1292.509,22606.627,8616.771,2514.786,402.356,528.351,854.96,6319.412,44.047,1750.422,23490.076,7277.756,3748.805,3196.924,2558.1,1717.251,171.496,3592.871,5128.163,21589.911,9050.629,931.062,5268.876,1747.857,2113.918,2031.475,269.71,11138.237,1749.496,23307.314,2409.061,945.012,17160.314,1852.008,2638.752,12758.88,1277.987,929.235,933.654,2056.007,8068.251,4541.461,181.784,3463.813,6119.526,1311.099,8780.13,875.365,255318.258
Nov-2018,4124.239,2096.098,3171.111,4142.071,38251.003,15984.463,6067.293,1362.297,1612.065,1192.703,17175.715,46.824,3791.262,57934.633,19465.028,8960.451,9211.601,6935.925,4382.065,385.258,10100.46,13874.712,42283.133,17398.176,3081.904,16218.589,2773.015,4872.096,4051.867,1049.835,26587.058,4857.241,55995.799,10479.38,1607.17,40553.133,9117.581,5387.623,30817.609,2455.64,4122.521,1534.063,8686.897,23135.284,8907.264,435.502,8890.345,10052.067,3134.787,18651.867,1572.266,598976.989
Dec-2018,6159.31,2611.664,5784.288,5629.373,63274.771,22827.888,7969.635,1878.718,2090.545,1993.425,21401.018,49.06,5149.817,63597.983,21713.732,10599.466,10656.986,7804.213,5969.033,492.223,12716.539,18853.403,48209.77,20408.754,4137.245,18222.325,3490.956,6369.756,6928.762,1320.874,36798.858,6257.179,69121.221,12928.837,1818.816,45538.97,11782.346,7246.114,37903.194,3090.497,6086.064,2148.695,13351.514,36360.805,12145.592,591.644,14341.962,13155.21,4010.722,20397.022,2193.36,765580.154
Jan-2019,7973.261,2803.232,8470.98,6631.371,67256.952,23587.314,9800.302,2514.521,2100.783,2450.544,24577.496,57.783,4979.842,85556.339,29860.118,14277.429,14023.556,10700.262,7279.166,566.248,16821.474,25428.539,64400.812,26463.836,4764.317,23132.985,3575.405,7568.292,8520.137,1638.566,44554.876,8222.419,88836.667,15210.517,2390.764,57776.254,14396.571,7302.348,50391.483,3781.355,6470.653,2657.203,15502.611,45204.505,13812.857,757.794,18499.786,13304.308,5016.522,29084.155,2215.057,953170.567
Feb-2019,3792.514,2265.218,7427.991,5127.097,74192.412,20864.679,8188.734,2084.364,2150.333,2168.583,15173.435,50.949,4695.32,71860.476,23480.491,12609.688,12915.26,7555.985,4907.177,511.198,14652.716,20379.398,51520.005,24707.698,2901.274,19790.258,4742.075,7792.107,8075.878,1338.161,38557.347,6616.014,73688.539,9943.166,2535.816,47361.942,12542.881,7976.751,40217.658,3061.446,4302.171,2763.224,10247.452,38166.803,11743.463,679.882,14416.591,15672.62,3676.962,24515.842,2115.521,808723.565
Mar-2019,3972.565,2125.388,5638.222,5714.091,51706.426,19642.346,7201.477,1729.752,1651.187,1678.198,14618.01,55.03,3526.849,60875.316,20902.8,10039.366,9360.072,7153.213,4241.576,423.04,11781.527,19438.62,46659.634,18683.488,2991.126,15498.909,3332.369,6194.27,6324.128,1129.505,34457.092,4615.491,70166.601,9501.965,1763.963,43223.19,9429.133,5942.874,35444.411,2783.09,3680.229,2105.105,9928.626,33326.277,9211.887,573.109,11686.084,10490.748,3841.792,19697.442,1986.359,688143.968
Apr-2019,1904.304,1442.08,2746.056,1983.916,30632.432,9680.409,3791.584,688.873,744.985,1556.23,6864.05,50.677,1890.667,30473.338,8727.082,4652.226,3260.144,2265.202,2441.876,259.62,3795.515,9991.907,24615.262,10080.544,1174.098,5245.965,1581.266,2527.001,3021.382,609.8,14837.962,2631.61,34354.813,3080.564,916.701,19036.86,3480.6,3332.37,14431.743,1374.401,1668.072,1144.229,3402.696,16989.993,3969.847,382.766,4450.675,6194.714,1355.215,11515.422,1171.462,328421.206
May-2019,1143.828,981.509,2084.478,1291.998,30648.688,7697.117,2278.263,363.094,395.196,1189.52,4606.803,50.983,1138.33,18871.104,4786.439,2710.018,1911.379,1196.125,1555.33,167.315,2928.3,6378.362,13513.108,6454.816,588.862,3230.813,1079.459,1744.726,2254.078,375.479,9825.096,1786.333,22276.689,1363.03,573.924,10284.999,2165.367,1692.311,8448.172,859.539,583.761,734.148,1598.712,7912.854,4706.591,224.383,1926.18,3193.598,653.671,7050.223,866.14,212341.241
Jun-2019,852.702,531.124,1510.316,620.807,21322.283,3956.999,1337.751,191.53,291.527,924.438,4111.58,44.386,730.16,9751.193,2560.298,1383.239,1178.266,911.467,1210.724,82.87,1748.907,3221.868,7075.317,3111.217,479.49,1940.281,828.811,901.278,1806.798,181.851,6643.97,1107.847,12464.567,1438.829,233.935,5378.445,1510.818,1297.016,4855.038,443.949,543.92,282.993,1185.666,6613.139,2032.025,128.221,1813.185,2415.266,314.043,3126.863,527.934,129157.147
Jul-2019,765.255,412.823,1207.703,627.242,21403.264,1028.164,1024.515,184.242,228.451,813.118,6701.009,46.661,577.983,7813.292,2169.093,1102.428,1168.039,794.406,1057.438,48.824,1571.778,2700.426,5554.124,2233.835,519.773,1752.395,520.926,767.213,1453.016,149.643,4899.737,1005.068,10210.764,974.624,178.604,4854.753,1239.571,962.268,4013.051,342.416,505.355,243.518,1100.658,6208.139,2005.369,81.572,1474.732,1973.698,331.283,2366.452,260.646,111629.357
Aug-2019,655.762,455.912,1088.28,541.288,18497.942,2748.893,932.678,167.765,271.83,821.192,3952.139,44.045,552.442,7331.926,2012.589,1113.685,1024.593,766.049,1248.505,49.454,1488.412,2599.814,5128.35,2284.986,526.967,1667.779,268.599,702.518,1310.281,149.984,4207.142,1062.123,9734.863,1014.696,185.97,4305.906,1117.585,959.277,3930.537,360.264,490.802,214.071,909.915,5213.393,1552.086,81.455,1485.733,1703.949,343.328,2349.881,212.409,101840.044
Sep-2019,705.256,823.339,1169.834,564.752,18490.099,3100.552,1066.245,178.1,252.879,885.932,3811.411,43.005,863.802,7867.337,2415.631,1084.296,1248.971,743.163,1170.849,64.045,1543.809,2902.051,5674.141,2678.631,422.591,1609.637,443.968,642.723,1519.967,187.218,5000.399,969.898,10274.938,1021.406,197.701,4873.623,1068.885,1405.067,4201.96,423.39,535.681,219.62,1139.305,5045.184,1916.454,90.144,1501.529,2621.641,297.202,2606.505,189.987,109774.753
Oct-2019,980.221,1446.698,1800.459,921.248,25563.496,10442.751,1974.225,288.47,245.696,935.503,5453.379,44.806,2818.41,21239.054,6697.568,4263.044,3902.875,1834.766,1506.598,141.394,2202.747,4917.678,18571.009,8284.751,795.574,5497.541,1327.523,1597.086,2426.92,252.572,8747.043,2111.812,17556.941,1766.086,600.006,12187.425,1624.485,4322.447,7969.913,933.017,718.558,765.425,1691.903,7327.878,3612.222,139.806,2259.84,8230.334,1089.494,9003.976,589.805,231622.478
Nov-2019,2825.357,1978.465,2993.869,4256.479,43975.168,17684.911,6140.42,1266.271,1481.034,1189.551,14859.091,41.751,4168.749,56522.881,18941.922,8180.06,8052.93,6903.653,4122.549,353.584,9799.436,14990.764,43458.448,17332.674,3231.282,14237.412,2952.686,5379.694,3862.443,625.654,28230.328,5034.336,52628.732,9944.535,1542.016,36355.054,8608.251,5687.247,23738.075,2399.14,3863.131,1703.37,10191.281,24293.179,8204.689,422.332,8689.505,11276.602,3171.892,19033.545,1847.274,588673.702
Dec-2019,5044.499,2685.498,5946.602,5438.108,60982.845,22258.288,8491.682,1986.354,2250.816,1952.361,18521.038,45.964,4860.575,59858.348,20251.787,9969.539,10077.145,7952.794,5277.391,466.506,13510.466,22166.176,46083.62,22260.9,3722.874,17007.069,3279.204,5822.036,7356.195,1395.981,39094.047,7221.547,71422.454,12688.331,2004.113,44441.808,10706.155,7047.145,38988.731,3129.513,5508.732,1975.894,11787.546,31828.059,13170.793,577.931,13626.947,12889.573,3758.281,21240.594,2073.947,752104.802
Jan-2020,5623.664,3652.528,8424.516,6195.166,70232.331,21670.981,8340.72,2043.627,1939.033,,21092.806,54.485,4622.477,69840.494,23630.446,12422.81,12274.617,8569.514,,498.373,15280.134,19335.238,51756.342,,4077.872,20675.275,3467.439,7590.392,8302.163,1275.607,43676.99,6920.608,73082.839,12930.618,2454.98,46020.205,11563.662,6819.224,39637.064,3118.79,5835.224,2566.981,12768.703,38096.215,12308.046,624.244,14028.093,13005.515,4223.247,22909.245,2067.15,820510.355
Feb-2020,5258.908,2748.783,6890.908,5061.331,52703.828,20684.927,8293.091,,1806.372,2135.598,19284.784,48.884,4433.591,66413.797,23335.45,11018.61,10360.185,8416.608,4811.004,461.254,12064.356,17419.821,51990.826,,3768.956,18400.649,3084.687,6055.476,6716.481,1192.435,30993.664,,65689.674,10616.618,2015.535,47512.043,10926.326,6263.188,35859.208,2775.248,5216.776,2142.232,12708.064,34256.989,10782.296,609.959,11518.606,10966.669,3987.244,22529.652,2049.056,732603.419
Mar-2020,2607.268,2611.212,4675.162,4386.489,52770.065,12624.615,5797.698,,1186.88,,10678.976,51.076,3141.831,46335.333,15588.007,7323.99,6586.385,4689.637,3007.771,370.674,8222.71,14351.865,36787.696,15290.981,2179.248,10409.328,2684.398,4588.976,5341.597,867.066,24117.988,4765.605,52223.674,5725.366,1578.107,32234.913,6060.202,5856.241,25256.857,2202.071,2683.968,1521.383,,18708.172,6919.41,419.33,7297.375,,2660.19,16224.687,1748.873,524857.664
Apr-2020,1639.77,1576.885,3109.592,2027.841,,12252.695,4838.798,,907.101,1473.398,7419.582,57.353,2086.996,33320.143,9813.582,5168.21,4535.034,3206.911,2018.162,282.683,5885.002,11751.963,26901.152,9815.778,,6250.223,1732.498,2978.14,3572.458,645.975,20541.742,2453.969,40428.191,3483.88,1124.58,23477.003,4279.358,3288.241,19820.274,1824.49,1405.355,1224.978,4015.77,10546.84,,368.079,4926.744,6508.324,1930.822,12160.309,1402.533,375432.028
May-2020,1203.885,924.412,1938.578,1463.356,27770.292,5251.577,2636.643,556.001,580.585,,5774.837,49.901,1282.878,20180.101,6011.877,2587.252,2120.441,1806.206,1654.114,163.909,3862.914,5903.097,16489.382,5197.617,738.049,3745.728,1266.666,1632.152,2327.406,326.504,12650.516,1229.737,25912.519,2629.475,511.517,15431.827,2269.417,2164.976,12796.664,871.374,1142.416,543.205,,8322.187,2819.696,238.24,,3900.937,940.348,6360.551,746.825,235016.157
Jun-2020,816.843,610.873,1558.642,663.942,22897.379,3465.984,1595.744,238.106,303.706,,4295.598,49.893,892.325,9771.48,2528.215,1385.362,1212.582,829.125,1374.648,71.696,2026.861,3193.34,6492.291,,665.823,1956.689,773.245,1075.772,1962.874,156.22,6631.059,1049.934,13001.386,,233.153,5954.803,1315.975,1574.838,5656.234,431.467,689.652,288.56,1518.391,7010.322,2864.793,121.91,1944.689,2786.087,668.617,2794.122,397.355,135813.356
Jul-2020,713.392,498.114,1328.034,588.045,22572.318,2803.951,1213.46,188.677,259.55,936.172,3949.27,50.552,596.721,7540.834,2174.437,,1193.447,765.338,1392.818,53.534,1871.289,2811.865,5546.302,2590.192,606.945,1770.458,547.542,826.409,1584.051,160.357,6384.957,1078.409,11144.011,,190.477,4801.501,,1169.506,3758.743,424.276,521.934,209.65,1172.512,6835.486,2114.739,85.374,1743.947,2344.523,322.048,2469.177,248.368,117920.823
Aug-2020,687,548.454,1138.93,518.399,19821.285,2892.413,1046.501,166.036,229.675,917.585,4023.024,49.528,597.289,7694.567,2218.338,1109.864,1063.736,720.179,1220.189,52.889,1358.098,2046.003,5472.442,2699.532,581.777,1833.46,405.512,755.172,1316.351,138.405,4566.534,1001.023,10194.926,1094.778,209.635,5151.453,1248.539,999.75,3933.216,424.45,480.916,207.702,1155.681,6428.289,1719.168,77.993,1592,1993.71,315.135,2521.6,199.347,108838.477
Sep-2020,794.467,886.001,1251.678,627.609,19003.905,4247.411,1148.118,201.136,262.246,904.437,4335.49,45.644,799.442,9032.211,2946.613,1547.786,1383.222,891.021,1523.444,66.876,1770.971,2942.028,8318.022,3428.033,589.435,2096.808,467.495,834.658,1533.377,182.939,5311.676,1168.101,11243.693,1411.233,248.65,5753.796,1454.802,1156.105,4533.658,452.931,627.66,270.322,1287.412,6452.885,1895.707,102.709,1782.323,2302.853,500.351,3167.271,289.642,125476.304
Oct-2020,1097.242,1675.259,1670.076,1159.317,23145.481,10233.039,,338.486,350.874,1067.072,5501.309,47.653,1856.815,24254.561,7593.023,4148.915,4260.125,2082.853,1980.084,,3247.698,,22201.655,9621.309,901.539,3875.777,,1595.069,2045.891,221.453,8860.863,1740.307,17381.147,2045.862,564.187,12498.977,1769.047,2910.283,9673.335,535.227,903.947,639.83,2160.626,,2417.867,148.722,3174.738,6445.71,1071.637,10400.154,567.622,240080.246
Nov-2020,2504.979,2603.942,3011.827,2586.575,45649.959,15888.254,,845.857,955.947,1342.881,10773.228,44.957,4176.558,36411.429,12579.916,5950.397,5823.331,4382.171,3063.826,271.881,6660.832,,30281.362,14166.527,2125.548,9765.729,2327.033,3422.981,4009.242,484.466,19767.516,3564.682,39102.208,6050.393,1433.021,25958.036,5636.476,6042.794,18946.564,1727.541,2230.589,1233.786,5676.326,16177.202,5752.163,319.159,5991.144,11118.393,2085.375,12232.935,1532.6,439020.652
Dec-2020,4771.408,2685.56,5886.468,5791.762,67508.742,23246.823,6828.737,1924.942,2094.56,2155.212,22743.6,52.602,5444.669,64329.422,23946.621,10757.214,10335.542,9306.844,6158.208,423.524,12125.433,18904.188,50083.482,20223.884,4266.594,18630.482,3172.874,6090.128,7206.862,1238.268,38105.584,7031.254,70585.091,14723.834,1906.916,47909.432,11619.564,7264.207,38218.935,3112.351,6566.979,2075.598,14282.369,39667.326,14161.558,521.123,14519.954,12924.176,3904.011,22160.795,2151.153,791746.866

